
***             Voronoi Diagram k = 7175         ***
index	sx	sy	ls	mi
     2139	    134	    489	      3.74	        15
     2140	    124	    495	      9.06	        19
     2141	    133	    487	         3	        90
     2142	    155	    468	      3.87	        91
     2143	    148	    476	      6.63	        19
     2144	     39	    404	      5.29	        72
     2145	     30	    399	      6.08	        20
     2146	    680	    126	      6.63	       116
     2147	    673	    121	      3.74	       122
     2148	    673	    116	      2.83	       116
     2149	    677	    113	      3.16	      15.5
     2150	    671	    114	      2.83	        88
     2151	    670	    118	         4	        96
     2152	    664	    116	      3.87	        78
     2153	    662	    111	       5.2	       112
     2154	    759	     92	      2.45	        16
     2155	    757	     96	      3.61	        61
     2156	    751	     94	      2.83	        16
     2157	    751	     90	      2.83	        43
     2158	    756	     91	      2.83	      15.5
     2159	    688	    118	      4.58	       119
     2160	    687	    127	      6.32	      93.5
     2161	    683	    121	       5.2	       125
     2162	    681	    113	      1.73	        21
     2163	    684	    114	      3.16	       134
     2164	    704	     89	      10.7	        19
     2165	    677	     76	      2.83	       125
     2166	    676	     79	      3.87	        81
     2167	    671	     83	      3.32	       120
     2168	    668	     79	      4.12	        77
     2169	    670	     73	      2.83	       104
     2170	    687	     80	      3.16	        14
     2171	    685	     83	      3.87	        18
     2172	    679	     81	      3.61	        13
     2173	    680	     77	         3	       118
     2174	    541	     97	      3.16	       150
     2175	    538	    101	      3.16	        74
     2176	    535	    100	         3	        45
     2177	    539	     95	      2.45	      91.5
     2178	    525	    190	      3.32	       120
     2179	    528	    199	      6.08	        79
     2180	    511	    185	      10.2	        19
     2181	    519	    185	      6.48	        19
     2182	    562	     95	      7.55	        19
     2183	    554	     95	      4.69	        24
     2184	    555	     91	      4.58	        98
     2185	    784	     64	      10.6	       130
     2186	    770	     58	      4.36	        16
     2187	    771	     55	      3.32	       103
     2188	    682	    465	       5.1	        18
     2189	    685	    466	      6.56	        19
     2190	    599	    396	      5.74	        80
     2191	    600	    406	      6.63	        20
     2192	    595	    404	      5.29	        20
     2193	    594	    400	      3.32	        86
     2194	    600	    386	      12.2	        88
     2195	    576	    405	         7	        69
     2196	    571	    413	      8.06	        19
     2197	    543	    445	      3.87	        14
     2198	    539	    445	      4.12	        69
     2199	    538	    440	      6.32	        17
     2200	    543	    439	      6.78	        19
     2201	    536	    393	      6.93	        68
     2202	    528	    397	      5.48	        19
     2203	    531	    392	      5.39	        68
     2204	    494	    395	      3.16	        18
     2205	    488	    395	      2.24	        62
     2206	    489	    394	      2.24	        59
     2207	    487	    391	      4.36	        83
     2208	    491	    389	      4.58	        77
     2209	    660	    417	      15.9	        71
     2210	    647	    421	      5.48	      57.5
     2211	    641	    422	      6.71	        19
     2212	    649	    412	      9.11	        64
     2213	    641	    410	         6	        67
     2214	    639	    417	      5.39	        19
     2215	    633	    421	      7.42	        19
     2216	    638	    403	      10.8	      74.5
     2217	    640	    440	      6.08	        19
     2218	    635	    445	      9.75	        19
     2219	    621	    412	      6.86	        19
     2220	    610	    430	      14.7	        19
     2221	    617	    409	      7.07	        20
     2222	    716	    516	      6.93	        19
     2223	    714	    533	      13.7	        46
     2224	    709	    522	      7.35	        53
     2225	    656	    544	       4.9	      55.5
     2226	    653	    548	      5.83	      40.5
     2227	    648	    546	       4.8	        20
     2228	    655	    541	      3.46	        53
     2229	    652	    540	      3.16	      53.5
     2230	    643	    547	      9.27	        19
     2231	    645	    539	      6.24	        20
     2232	    651	    535	      4.47	      48.5
     2233	    638	    523	        14	        19
     2234	    673	    526	         5	        49
     2235	    674	    531	         8	      60.5
     2236	    666	    523	      4.69	      17.5
     2237	    697	    485	      3.46	        18
     2238	    696	    488	      3.61	        46
     2239	    691	    486	         4	        15
     2240	    695	    493	      3.74	        51
     2241	    689	    492	      3.32	        24
     2242	    690	    489	      2.83	      16.5
     2243	    695	    490	      3.16	        56
     2244	    687	    488	      3.74	      19.5
     2245	    681	    487	      2.65	        72
     2246	    683	    483	      4.69	      15.5
     2247	    678	    500	      7.68	        19
     2248	    669	    503	      9.49	        19
     2249	    670	    495	      6.32	        19
     2250	    676	    494	      3.46	      51.5
     2251	    661	    483	      10.8	        19
     2252	    707	    483	      5.66	      19.5
     2253	    698	    479	      6.78	        19
     2254	    573	    499	      4.58	        49
     2255	    576	    488	      9.06	        19
     2256	    562	    440	      11.6	        19
     2257	    549	    453	      3.32	        13
     2258	    546	    448	      2.45	        11
     2259	    556	    463	      7.07	        20
     2260	    543	    467	      7.14	        46
     2261	    535	    465	      8.89	        46
     2262	    545	    460	      4.47	        45
     2263	    549	    457	       4.9	      15.5
     2264	    542	    448	         3	        73
     2265	    530	    452	      7.94	        43
     2266	    538	    450	      4.47	      46.5
     2267	    553	    479	      5.92	        18
     2268	    548	    476	         5	        43
     2269	    614	    591	      6.63	        20
     2270	    558	    566	      14.7	        43
     2271	    625	    530	      14.8	        19
     2272	    615	    520	      15.5	        19
     2273	    431	    483	      8.77	        19
     2274	    436	    476	      9.43	        19
     2275	    449	    488	      5.92	        48
     2276	    450	    479	      4.47	        43
     2277	    448	    482	      4.47	        47
     2278	    442	    472	      7.94	        19
     2279	    414	    467	       4.8	        17
     2280	    408	    471	      7.35	        19
     2281	    426	    459	      6.24	        17
     2282	    418	    456	      3.74	        75
     2283	    416	    450	      4.12	        69
     2284	    433	    455	      8.25	        19
     2285	    507	    442	      8.94	        37
     2286	    499	    444	      9.38	        43
     2287	    492	    438	      7.35	        54
     2288	    492	    432	       4.9	      58.5
     2289	    497	    428	      3.87	        73
     2290	    500	    426	      6.08	        32
     2291	    476	    431	         3	       100
     2292	    474	    433	      2.65	        91
     2293	    468	    431	      2.83	        19
     2294	    473	    425	      3.74	        19
     2295	    473	    436	         3	        81
     2296	    471	    438	      2.45	        76
     2297	    464	    436	      3.87	        15
     2298	    467	    433	      3.16	      16.5
     2299	    459	    435	      3.16	      59.5
     2300	    453	    437	       4.9	        19
     2301	    457	    431	      2.45	      66.5
     2302	    494	    401	         6	      18.5
